phishing,is_phishing,hour_of_day,subject_length,description_length,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,predicted_phishing
False,0,2,46,143,False,False,False,False,True,False,0
False,0,6,56,244,False,True,False,False,False,False,0
False,0,20,24,175,False,False,False,False,False,False,0
False,0,16,33,81,False,False,False,False,False,True,0
False,0,4,25,73,False,True,False,False,False,False,0
False,0,10,60,105,False,False,False,False,True,False,0
False,0,19,52,183,False,False,False,False,True,False,0
False,0,13,67,247,False,False,False,False,True,False,0
False,0,11,60,251,False,False,False,False,True,False,0
False,0,23,58,196,False,False,False,True,False,False,0
False,0,1,59,104,False,False,False,False,False,False,0
False,0,11,69,164,False,False,False,False,False,False,0
False,0,8,31,175,True,False,False,False,False,False,0
False,0,0,84,142,True,False,False,False,False,False,0
False,0,19,54,223,False,False,True,False,False,False,0
False,0,21,36,207,False,True,False,False,False,False,0
False,0,2,48,117,False,False,False,False,False,True,0
False,0,12,57,132,False,False,True,False,False,False,0
False,0,11,53,137,False,False,True,False,False,False,0
False,0,16,61,156,False,False,False,False,False,True,0
False,0,7,81,172,False,False,False,True,False,False,0
False,0,18,50,97,True,False,False,False,False,False,0
False,0,10,67,138,False,False,False,False,False,True,0
False,0,20,40,172,False,True,False,False,False,False,0
False,0,14,35,125,False,False,False,False,True,False,0
False,0,13,74,150,False,False,False,True,False,False,0
False,0,19,48,126,False,False,False,False,False,True,0
False,0,13,39,169,False,True,False,False,False,False,0
False,0,0,56,119,False,False,False,False,True,False,0
False,0,15,44,129,False,False,False,False,False,True,0
False,0,11,81,131,False,False,True,False,False,False,0
False,0,4,57,236,False,False,False,False,False,False,0
False,0,20,94,183,False,False,False,True,False,False,0
False,0,6,67,222,False,False,False,True,False,False,0
False,0,12,47,149,True,False,False,False,False,False,0
False,0,13,89,202,False,False,False,False,False,False,0
False,0,8,81,234,False,False,True,False,False,False,0
False,0,13,23,75,False,False,False,False,True,False,0
False,0,18,65,159,False,False,False,False,True,False,0
False,0,5,59,124,False,False,False,True,False,False,0
False,0,16,38,108,False,True,False,False,False,False,0
False,0,23,35,156,False,False,False,False,True,False,0
False,0,8,60,143,False,True,False,False,False,False,0
False,0,3,39,108,False,True,False,False,False,False,0
False,0,17,68,158,False,False,True,False,False,False,0
False,0,7,74,140,False,True,False,False,False,False,0
False,0,6,59,111,True,False,False,False,False,False,0
False,0,5,48,92,False,False,False,True,False,False,0
False,0,23,35,121,False,False,True,False,False,False,0
False,0,5,48,92,False,True,False,False,False,False,0
False,0,4,49,222,False,False,False,False,False,True,0
False,0,2,58,106,False,False,False,True,False,False,0
False,0,19,46,158,False,False,False,False,True,False,0
False,0,5,35,127,False,False,False,True,False,False,0
False,0,2,40,215,False,True,False,False,False,False,0
False,0,13,40,216,False,False,False,False,False,False,0
False,0,6,74,164,False,False,False,False,False,True,0
False,0,7,67,178,False,False,False,False,False,False,0
False,0,7,74,155,False,False,False,False,True,False,0
False,0,1,53,139,False,False,False,False,False,False,0
False,0,5,36,120,False,False,False,False,False,True,0
False,0,18,44,142,False,False,False,False,False,False,0
False,0,10,68,120,True,False,False,False,False,False,0
False,0,9,38,85,False,False,True,False,False,False,0
False,0,1,44,135,True,False,False,False,False,False,0
False,0,19,57,101,False,False,False,True,False,False,0
False,0,5,56,148,False,False,False,True,False,False,0
False,0,23,68,123,False,False,False,False,True,False,0
False,0,3,47,240,False,True,False,False,False,False,0
False,0,17,74,175,False,False,False,False,False,True,0
False,0,19,30,210,False,False,False,False,True,False,0
False,0,10,49,114,True,False,False,False,False,False,0
False,0,8,44,92,False,True,False,False,False,False,0
False,0,9,57,157,False,False,False,False,True,False,0
False,0,13,84,254,False,False,False,False,False,True,0
False,0,14,67,239,False,False,True,False,False,False,0
False,0,3,59,144,False,False,False,True,False,False,0
False,0,5,59,152,False,False,False,False,False,False,0
False,0,11,46,141,False,False,False,False,False,True,0
False,0,22,73,162,False,False,False,False,True,False,0
False,0,14,30,131,False,True,False,False,False,False,0
False,0,4,36,125,False,False,False,False,False,True,0
False,0,15,38,109,False,False,False,False,False,False,0
False,0,14,36,79,False,False,False,False,False,True,0
False,0,13,52,140,False,False,False,False,False,True,0
False,0,12,81,121,False,False,False,False,False,True,0
False,0,5,56,156,False,True,False,False,False,False,0
False,0,17,48,246,False,False,False,False,True,False,0
False,0,0,53,102,False,True,False,False,False,False,0
False,0,18,53,121,False,False,False,False,True,False,0
False,0,0,59,98,False,True,False,False,False,False,0
False,0,19,55,98,True,False,False,False,False,False,0
False,0,7,23,64,False,False,False,False,True,False,0
False,0,11,80,159,True,False,False,False,False,False,0
False,0,9,43,221,False,False,False,False,True,False,0
False,0,16,25,111,False,False,False,False,True,False,0
False,0,11,68,152,True,False,False,False,False,False,0
False,0,0,66,235,True,False,False,False,False,False,0
False,0,0,36,81,False,False,False,False,True,False,0
False,0,8,48,96,False,False,False,False,True,False,0
False,0,4,66,175,False,True,False,False,False,False,0
False,0,1,78,170,False,True,False,False,False,False,0
False,0,1,43,134,False,False,False,False,False,True,0
False,0,10,35,149,False,False,False,False,False,False,0
False,0,11,38,136,True,False,False,False,False,False,0
False,0,13,68,120,True,False,False,False,False,False,0
False,0,7,78,156,False,True,False,False,False,False,0
False,0,1,94,200,True,False,False,False,False,False,0
False,0,7,45,111,False,False,False,False,False,False,0
False,0,0,36,102,True,False,False,False,False,False,0
False,0,1,45,94,False,False,False,False,False,False,0
False,0,13,37,139,False,False,False,False,False,True,0
False,0,6,78,165,True,False,False,False,False,False,0
False,0,9,28,94,False,False,True,False,False,False,0
False,0,18,65,108,True,False,False,False,False,False,0
False,0,20,80,141,False,False,False,True,False,False,0
False,0,16,29,130,False,True,False,False,False,False,0
False,0,16,52,175,False,False,False,False,False,True,0
False,0,19,81,162,False,False,False,False,False,False,0
False,0,23,36,110,False,False,True,False,False,False,0
False,0,5,48,97,False,False,True,False,False,False,0
False,0,20,49,99,False,False,True,False,False,False,0
False,0,14,36,112,False,False,False,True,False,False,0
False,0,2,38,128,False,False,False,False,True,False,0
False,0,9,28,104,False,False,False,False,False,False,0
False,0,7,33,118,False,False,False,True,False,False,0
False,0,13,81,167,False,False,False,True,False,False,0
False,0,3,52,143,False,False,False,True,False,False,0
False,0,10,33,133,False,False,False,True,False,False,0
False,0,14,65,162,False,False,True,False,False,False,0
False,0,1,49,148,False,True,False,False,False,False,0
False,0,13,29,120,True,False,False,False,False,False,0
False,0,16,54,100,False,True,False,False,False,False,0
False,0,7,38,181,False,False,True,False,False,False,0
False,0,20,55,236,False,False,False,False,True,False,0
False,0,21,44,197,False,False,False,False,True,False,0
False,0,12,53,138,False,False,False,False,False,False,0
False,0,1,68,267,False,False,False,True,False,False,0
False,0,23,74,164,False,True,False,False,False,False,0
False,0,13,28,208,False,False,False,False,False,True,0
False,0,10,57,136,True,False,False,False,False,False,0
False,0,2,63,157,False,True,False,False,False,False,0
False,0,19,69,249,True,False,False,False,False,False,0
False,0,23,31,237,True,False,False,False,False,False,0
False,0,20,55,194,False,False,False,False,True,False,0
False,0,9,53,152,False,False,True,False,False,False,0
False,0,20,58,199,False,False,False,False,False,False,0
False,0,21,46,112,False,False,False,True,False,False,0
False,0,1,81,130,False,False,False,False,False,True,0
False,0,20,36,174,True,False,False,False,False,False,0
False,0,5,49,146,False,False,False,False,False,False,0
False,0,23,62,156,False,False,False,False,False,False,0
False,0,6,41,105,False,False,False,True,False,False,0
False,0,2,36,100,False,True,False,False,False,False,0
False,0,0,81,167,False,True,False,False,False,False,0
False,0,9,37,122,True,False,False,False,False,False,0
False,0,6,57,170,False,False,False,False,False,False,0
False,0,20,41,105,False,False,False,False,False,True,0
False,0,10,54,227,True,False,False,False,False,False,0
False,0,16,23,177,False,False,False,False,False,False,0
False,0,11,45,200,False,False,False,True,False,False,0
False,0,4,59,111,False,False,False,False,False,True,0
False,0,9,28,245,True,False,False,False,False,False,0
False,0,18,66,196,False,False,False,False,False,True,0
False,0,23,66,134,False,False,False,True,False,False,0
False,0,15,43,108,False,False,False,False,True,False,0
False,0,10,49,116,False,False,False,False,False,False,0
False,0,6,44,125,True,False,False,False,False,False,0
False,0,16,49,154,False,False,True,False,False,False,0
False,0,6,24,68,False,False,False,False,True,False,0
False,0,9,60,112,False,False,False,False,False,True,0
False,0,20,55,139,False,False,False,False,True,False,0
False,0,15,47,91,False,True,False,False,False,False,0
False,0,21,63,134,False,False,False,True,False,False,0
False,0,17,36,90,True,False,False,False,False,False,0
False,0,13,74,172,False,True,False,False,False,False,0
False,0,1,42,82,False,True,False,False,False,False,0
False,0,14,44,100,False,False,False,False,True,False,0
False,0,18,74,154,False,False,False,False,False,False,0
False,0,7,67,156,False,False,False,False,False,True,0
False,0,12,52,103,False,False,False,False,False,False,0
False,0,2,67,230,False,False,False,False,False,True,0
False,0,11,36,83,False,False,False,False,False,False,0
False,0,18,74,248,True,False,False,False,False,False,0
False,0,13,69,118,False,False,False,False,True,False,0
False,0,14,65,156,False,False,False,False,False,False,0
False,0,16,58,148,False,False,False,False,False,True,0
False,0,12,58,189,False,False,False,True,False,False,0
False,0,7,60,123,False,False,True,False,False,False,0
False,0,3,68,167,False,False,False,False,False,False,0
False,0,2,29,116,False,False,False,False,False,False,0
False,0,7,50,139,False,False,True,False,False,False,0
False,0,13,58,197,False,False,False,False,False,False,0
False,0,3,36,87,False,False,False,False,False,False,0
False,0,23,48,136,False,False,False,False,False,True,0
False,0,8,90,176,False,False,False,False,False,True,0
False,0,19,30,78,False,False,False,False,False,True,0
False,0,2,49,103,False,False,False,False,True,False,0
False,0,5,35,102,False,True,False,False,False,False,0
False,0,4,66,115,False,False,False,False,True,False,0
False,0,22,35,111,False,False,False,False,False,True,0
False,0,11,36,195,True,False,False,False,False,False,0
False,0,8,52,103,False,False,False,False,False,False,0
False,0,4,53,247,True,False,False,False,False,False,0
False,0,15,54,109,False,False,False,False,True,False,0
False,0,22,35,221,False,False,False,False,True,False,0
False,0,12,47,145,False,False,True,False,False,False,0
False,0,5,90,152,False,False,False,False,False,False,0
False,0,14,46,110,False,False,False,False,False,True,0
False,0,18,40,189,False,False,False,True,False,False,0
False,0,0,45,128,False,True,False,False,False,False,0
False,0,9,37,149,False,True,False,False,False,False,0
False,0,18,62,104,False,False,False,False,False,False,0
False,0,12,60,98,False,False,True,False,False,False,0
False,0,2,54,153,False,False,False,False,False,True,0
False,0,6,41,128,False,True,False,False,False,False,0
False,0,22,67,131,True,False,False,False,False,False,0
False,0,16,52,106,False,False,False,False,False,True,0
False,0,22,81,128,False,False,True,False,False,False,0
False,0,8,62,110,False,False,False,True,False,False,0
False,0,21,68,163,False,False,False,False,False,True,0
False,0,16,58,190,False,True,False,False,False,False,0
False,0,12,59,245,False,False,False,False,False,False,0
False,0,22,46,165,False,False,True,False,False,False,0
False,0,10,23,191,True,False,False,False,False,False,0
False,0,4,53,106,False,False,True,False,False,False,0
False,0,16,78,122,False,False,False,False,False,True,0
False,0,23,40,113,False,False,False,False,False,True,0
False,0,16,63,169,False,False,False,True,False,False,0
False,0,17,44,172,False,False,False,False,True,False,0
False,0,15,46,225,True,False,False,False,False,False,0
False,0,8,46,235,False,False,False,False,True,False,0
False,0,9,50,101,True,False,False,False,False,False,0
False,0,0,53,119,True,False,False,False,False,False,0
False,0,19,65,153,True,False,False,False,False,False,0
False,1,17,46,212,False,False,False,False,True,False,0
False,0,5,59,214,False,False,False,False,False,False,0
False,0,21,36,121,True,False,False,False,False,False,0
False,0,12,110,236,True,False,False,False,False,False,0
False,0,22,67,247,False,False,True,False,False,False,0
False,0,22,74,149,False,False,True,False,False,False,0
False,0,15,52,108,True,False,False,False,False,False,0
False,0,18,58,258,False,False,False,False,True,False,0
